,DETAIL,magnitude,parameter
2732,JBF,1,Market Lot
2733,JBF,12.72,INDUSTRY P/E
2734,JBF,-,EPS (TTM)
2735,JBF,9.16,P/C
2736,JBF,0.37,PRICE/BOOK
2737,JBF,1.39%,DIV YIELD.(%)
2738,JBF,10.00,FACE VALUE (Rs)
2739,JA01,"4,399.06",MARKET CAP (Rs Cr)
2740,JA01,-,P/E
2741,JA01,-337.55,BOOK VALUE (Rs)
2742,JA01,0.00%,DIV (%)
2743,JA01,1,Market Lot
2744,JA01,19.25,INDUSTRY P/E
2745,JA01,-,EPS (TTM)
2746,JA01,-,P/C
2747,JA01,-,PRICE/BOOK
2748,JA01,-%,DIV YIELD.(%)
2749,JA01,10.00,FACE VALUE (Rs)
2750,JSH,"3,784.39",MARKET CAP (Rs Cr)
2751,JSH,9.56,P/E
2752,JSH,53.31,BOOK VALUE (Rs)
2753,JSH,0.00%,DIV (%)
2754,JSH,1,Market Lot
2755,JSH,11.58,INDUSTRY P/E
2756,JSH,16.77,EPS (TTM)
2757,JSH,5.71,P/C
2758,JSH,3.01,PRICE/BOOK
2759,JSH,-%,DIV YIELD.(%)
2760,JSH,2.00,FACE VALUE (Rs)
2761,JPF01,"1,025.26",MARKET CAP (Rs Cr)
2762,JPF01,70.53,P/E
2763,JPF01,422.11,BOOK VALUE (Rs)
2764,JPF01,10.00%,DIV (%)
2765,JPF01,1,Market Lot
2766,JPF01,24.28,INDUSTRY P/E
2767,JPF01,3.32,EPS (TTM)
2768,JPF01,8.79,P/C
2769,JPF01,0.55,PRICE/BOOK
2770,JPF01,0.43%,DIV YIELD.(%)
2771,JPF01,10.00,FACE VALUE (Rs)
2772,JS08,"3,061.65",MARKET CAP (Rs Cr)
2773,JS08,7.93,P/E
2774,JS08,186.07,BOOK VALUE (Rs)
2775,JS08,50.00%,DIV (%)
2776,JS08,1,Market Lot
2777,JS08,19.46,INDUSTRY P/E
2778,JS08,12.07,EPS (TTM)
2779,JS08,4.77,P/C
2780,JS08,0.51,PRICE/BOOK
2781,JS08,1.04%,DIV YIELD.(%)
2782,JS08,2.00,FACE VALUE (Rs)
2783,JSP,"22,659.62",MARKET CAP (Rs Cr)
2784,JSP,-,P/E
2785,JSP,221.19,BOOK VALUE (Rs)
2786,JSP,0.00%,DIV (%)
2787,JSP,1,Market Lot
2788,JSP,9.66,INDUSTRY P/E
2789,JSP,-,EPS (TTM)
2790,JSP,14.64,P/C
2791,JSP,1.06,PRICE/BOOK
2792,JSP,-%,DIV YIELD.(%)
2793,JSP,1.00,FACE VALUE (Rs)
2794,JKB,"3,215.86",MARKET CAP (Rs Cr)
2795,JKB,15.87,P/E
2796,JKB,105.64,BOOK VALUE (Rs)
2797,JKB,0.00%,DIV (%)
2798,JKB,1,Market Lot
2799,JKB,32.64,INDUSTRY P/E
2800,JKB,3.64,EPS (TTM)
2801,JKB,15.87,P/C
2802,JKB,0.55,PRICE/BOOK
2803,JKB,-%,DIV YIELD.(%)
2804,JKB,1.00,FACE VALUE (Rs)
2805,JKL01,"3,911.94",MARKET CAP (Rs Cr)
2806,JKL01,46.56,P/E
2807,JKL01,124.55,BOOK VALUE (Rs)
2808,JKL01,15.00%,DIV (%)
2809,JKL01,1,Market Lot
2810,JKL01,36.29,INDUSTRY P/E
2811,JKL01,7.14,EPS (TTM)
2812,JKL01,14.86,P/C
2813,JKL01,2.67,PRICE/BOOK
2814,JKL01,0.23%,DIV YIELD.(%)
2815,JKL01,5.00,FACE VALUE (Rs)
2816,JKT01,"2,905.48",MARKET CAP (Rs Cr)
2817,JKT01,67.42,P/E
2818,JKT01,75.70,BOOK VALUE (Rs)
2819,JKT01,125.00%,DIV (%)
2820,JKT01,1,Market Lot
2821,JKT01,27.04,INDUSTRY P/E
2822,JKT01,1.90,EPS (TTM)
2823,JKT01,13.32,P/C
2824,JKT01,1.69,PRICE/BOOK
2825,JKT01,1.95%,DIV YIELD.(%)
2826,JKT01,2.00,FACE VALUE (Rs)
2827,JMF,"10,924.13",MARKET CAP (Rs Cr)
2828,JMF,80.40,P/E
2829,JMF,20.63,BOOK VALUE (Rs)
2830,JMF,150.00%,DIV (%)
2831,JMF,1,Market Lot
2832,JMF,36.62,INDUSTRY P/E
2833,JMF,1.62,EPS (TTM)
2834,JMF,79.42,P/C
2835,JMF,6.31,PRICE/BOOK
2836,JMF,1.15%,DIV YIELD.(%)
2837,JMF,1.00,FACE VALUE (Rs)
2838,HHL,"7,149.03",MARKET CAP (Rs Cr)
2839,HHL,71.39,P/E
2840,HHL,198.28,BOOK VALUE (Rs)
2841,HHL,15.00%,DIV (%)
2842,HHL,1,Market Lot
2843,HHL,20.53,INDUSTRY P/E
2844,HHL,36.83,EPS (TTM)
2845,HHL,46.70,P/C
2846,HHL,13.26,PRICE/BOOK
2847,HHL,0.06%,DIV YIELD.(%)
2848,HHL,10.00,FACE VALUE (Rs)
2849,JE01,"11,824.80",MARKET CAP (Rs Cr)
2850,JE01,-,P/E
2851,JE01,48.54,BOOK VALUE (Rs)
2852,JE01,5.00%,DIV (%)
2853,JE01,1,Market Lot
2854,JE01,11.73,INDUSTRY P/E
2855,JE01,-,EPS (TTM)
2856,JE01,-,P/C
2857,JE01,1.49,PRICE/BOOK
2858,JE01,0.69%,DIV YIELD.(%)
2859,JE01,10.00,FACE VALUE (Rs)
2860,JSW01,"80,287.98",MARKET CAP (Rs Cr)
2861,JSW01,17.36,P/E
2862,JSW01,118.58,BOOK VALUE (Rs)
2863,JSW01,225.00%,DIV (%)
2864,JSW01,1,Market Lot
2865,JSW01,16.94,INDUSTRY P/E
2866,JSW01,19.13,EPS (TTM)
2867,JSW01,10.45,P/C
2868,JSW01,2.80,PRICE/BOOK
2869,JSW01,0.68%,DIV YIELD.(%)
2870,JSW01,1.00,FACE VALUE (Rs)
2871,JF04,"18,215.69",MARKET CAP (Rs Cr)
2872,JF04,88.25,P/E
2873,JF04,160.44,BOOK VALUE (Rs)
2874,JF04,25.00%,DIV (%)
2875,JF04,1,Market Lot
2876,JF04,64.74,INDUSTRY P/E
2877,JF04,31.28,EPS (TTM)
2878,JF04,50.28,P/C
2879,JF04,17.21,PRICE/BOOK
2880,JF04,0.09%,DIV YIELD.(%)
2881,JF04,10.00,FACE VALUE (Rs)
2882,JO03,"12,149.97",MARKET CAP (Rs Cr)
2883,JO03,46.12,P/E
2884,JO03,144.79,BOOK VALUE (Rs)
2885,JO03,300.00%,DIV (%)
2886,JO03,1,Market Lot
2887,JO03,29.05,INDUSTRY P/E
2888,JO03,16.54,EPS (TTM)
2889,JO03,35.10,P/C
2890,JO03,5.27,PRICE/BOOK
2891,JO03,0.39%,DIV YIELD.(%)
2892,JO03,1.00,FACE VALUE (Rs)
2893,JD,"3,827.86",MARKET CAP (Rs Cr)
2894,JD,26.73,P/E
2895,JD,155.26,BOOK VALUE (Rs)
2896,JD,0.00%,DIV (%)
2897,JD,1,Market Lot
2898,JD,51.31,INDUSTRY P/E
2899,JD,21.25,EPS (TTM)
2900,JD,21.32,P/C
2901,JD,3.66,PRICE/BOOK
2902,JD,-%,DIV YIELD.(%)
2903,JD,10.00,FACE VALUE (Rs)
2904,JL,"8,219.82",MARKET CAP (Rs Cr)
2905,JL,51.21,P/E
2906,JL,44.79,BOOK VALUE (Rs)
2907,JL,600.00%,DIV (%)
2908,JL,1,Market Lot
2909,JL,66.23,INDUSTRY P/E
2910,JL,8.83,EPS (TTM)
2911,JL,37.87,P/C
2912,JL,10.09,PRICE/BOOK
2913,JL,1.33%,DIV YIELD.(%)
2914,JL,1.00,FACE VALUE (Rs)
2915,KC06,"8,342.51",MARKET CAP (Rs Cr)
2916,KC06,33.07,P/E
2917,KC06,90.09,BOOK VALUE (Rs)
2918,KC06,300.00%,DIV (%)
2919,KC06,1,Market Lot
2920,KC06,25.51,INDUSTRY P/E
2921,KC06,15.87,EPS (TTM)
2922,KC06,26.56,P/C
2923,KC06,5.83,PRICE/BOOK
2924,KC06,0.57%,DIV YIELD.(%)
2925,KC06,1.00,FACE VALUE (Rs)
2926,KPT,"6,547.40",MARKET CAP (Rs Cr)
2927,KPT,20.34,P/E
2928,KPT,182.48,BOOK VALUE (Rs)
2929,KPT,100.00%,DIV (%)
2930,KPT,1,Market Lot
2931,KPT,14.41,INDUSTRY P/E
2932,KPT,20.98,EPS (TTM)
2933,KPT,16.43,P/C
2934,KPT,2.34,PRICE/BOOK
2935,KPT,0.47%,DIV YIELD.(%)
2936,KPT,2.00,FACE VALUE (Rs)
2937,KNP,"27,002.57",MARKET CAP (Rs Cr)
2938,KNP,52.30,P/E
2939,KNP,57.99,BOOK VALUE (Rs)
2940,KNP,260.00%,DIV (%)
2941,KNP,1,Market Lot
2942,KNP,57.09,INDUSTRY P/E
2943,KNP,9.58,EPS (TTM)
2944,KNP,45.59,P/C
2945,KNP,8.64,PRICE/BOOK
2946,KNP,0.52%,DIV YIELD.(%)
2947,KNP,1.00,FACE VALUE (Rs)
2948,KB04,"3,344.39",MARKET CAP (Rs Cr)
2949,KB04,10.27,P/E
2950,KB04,181.91,BOOK VALUE (Rs)
2951,KB04,40.00%,DIV (%)
2952,KB04,1,Market Lot
2953,KB04,32.64,INDUSTRY P/E
2954,KB04,11.52,EPS (TTM)
2955,KB04,10.27,P/C
2956,KB04,0.65,PRICE/BOOK
2957,KB04,3.38%,DIV YIELD.(%)
2958,KB04,10.00,FACE VALUE (Rs)
2959,KSC01,"3,698.19",MARKET CAP (Rs Cr)
2960,KSC01,17.58,P/E
2961,KSC01,186.67,BOOK VALUE (Rs)
2962,KSC01,0.00%,DIV (%)
2963,KSC01,1,Market Lot
2964,KSC01,24.93,INDUSTRY P/E
2965,KSC01,31.83,EPS (TTM)
2966,KSC01,15.82,P/C
2967,KSC01,3.00,PRICE/BOOK
2968,KSC01,-%,DIV YIELD.(%)
2969,KSC01,2.00,FACE VALUE (Rs)
2970,KEC04,"9,275.75",MARKET CAP (Rs Cr)
2971,KEC04,21.57,P/E
2972,KEC04,81.13,BOOK VALUE (Rs)
2973,KEC04,80.00%,DIV (%)
2974,KEC04,1,Market Lot
2975,KEC04,14.41,INDUSTRY P/E
2976,KEC04,16.73,EPS (TTM)
2977,KEC04,17.65,P/C
2978,KEC04,4.45,PRICE/BOOK
2979,KEC04,0.44%,DIV YIELD.(%)
2980,KEC04,2.00,FACE VALUE (Rs)
2981,KI08,"1,286.88",MARKET CAP (Rs Cr)
2982,KI08,-,P/E
2983,KI08,-11.37,BOOK VALUE (Rs)
2984,KI08,0.00%,DIV (%)
2985,KI08,1,Market Lot
2986,KI08,22.07,INDUSTRY P/E
2987,KI08,-,EPS (TTM)
2988,KI08,-,P/C
2989,KI08,-,PRICE/BOOK
2990,KI08,-%,DIV YIELD.(%)
2991,KI08,10.00,FACE VALUE (Rs)
2992,KOE03,"4,185.13",MARKET CAP (Rs Cr)
2993,KOE03,27.88,P/E
2994,KOE03,122.17,BOOK VALUE (Rs)
2995,KOE03,250.00%,DIV (%)
2996,KOE03,1,Market Lot
2997,KOE03,25.13,INDUSTRY P/E
2998,KOE03,10.38,EPS (TTM)
2999,KOE03,16.18,P/C
3000,KOE03,2.37,PRICE/BOOK
3001,KOE03,1.73%,DIV YIELD.(%)
3002,KOE03,2.00,FACE VALUE (Rs)
3003,KG01,"1,102.57",MARKET CAP (Rs Cr)
3004,KG01,15.75,P/E
3005,KG01,68.52,BOOK VALUE (Rs)
3006,KG01,150.00%,DIV (%)
3007,KG01,1,Market Lot
3008,KG01,46.70,INDUSTRY P/E
3009,KG01,10.53,EPS (TTM)
3010,KG01,11.80,P/C
3011,KG01,2.42,PRICE/BOOK
3012,KG01,0.90%,DIV YIELD.(%)
3013,KG01,1.00,FACE VALUE (Rs)
3014,KMB,"255,495.82",MARKET CAP (Rs Cr)
3015,KMB,62.55,P/E
3016,KMB,196.65,BOOK VALUE (Rs)
3017,KMB,14.00%,DIV (%)
3018,KMB,1,Market Lot
3019,KMB,32.64,INDUSTRY P/E
3020,KMB,21.43,EPS (TTM)
3021,KMB,58.23,P/C
3022,KMB,6.82,PRICE/BOOK
3023,KMB,0.05%,DIV YIELD.(%)
3024,KMB,5.00,FACE VALUE (Rs)
3025,KPI02,"5,583.29",MARKET CAP (Rs Cr)
3026,KPI02,31.45,P/E
3027,KPI02,78.67,BOOK VALUE (Rs)
3028,KPI02,110.00%,DIV (%)
3029,KPI02,1,Market Lot
3030,KPI02,21.82,INDUSTRY P/E
3031,KPI02,8.99,EPS (TTM)
3032,KPI02,22.33,P/C
3033,KPI02,3.59,PRICE/BOOK
3034,KPI02,0.78%,DIV YIELD.(%)
3035,KPI02,2.00,FACE VALUE (Rs)
3036,M15,"4,591.15",MARKET CAP (Rs Cr)
3037,M15,20.41,P/E
3038,M15,181.75,BOOK VALUE (Rs)
3039,M15,15.00%,DIV (%)
3040,M15,1,Market Lot
3041,M15,46.70,INDUSTRY P/E
3042,M15,30.44,EPS (TTM)
3043,M15,13.91,P/C
3044,M15,3.42,PRICE/BOOK
3045,M15,0.12%,DIV YIELD.(%)
3046,M15,5.00,FACE VALUE (Rs)
3047,KRB01,"11,929.56",MARKET CAP (Rs Cr)
3048,KRB01,25.83,P/E
3049,KRB01,99.13,BOOK VALUE (Rs)
3050,KRB01,210.00%,DIV (%)
3051,KRB01,1,Market Lot
3052,KRB01,26.90,INDUSTRY P/E
3053,KRB01,19.62,EPS (TTM)
3054,KRB01,22.53,P/C
3055,KRB01,5.11,PRICE/BOOK
3056,KRB01,0.41%,DIV YIELD.(%)
3057,KRB01,1.00,FACE VALUE (Rs)
3058,KDI01,707.17,MARKET CAP (Rs Cr)
3059,KDI01,9.93,P/E
3060,KDI01,44.33,BOOK VALUE (Rs)
3061,KDI01,10.00%,DIV (%)
3062,KDI01,1,Market Lot
3063,KDI01,64.74,INDUSTRY P/E
3064,KDI01,2.95,EPS (TTM)
3065,KDI01,3.60,P/C
3066,KDI01,0.66,PRICE/BOOK
3067,KDI01,0.34%,DIV YIELD.(%)
3068,KDI01,1.00,FACE VALUE (Rs)
3069,LFH,"32,989.83",MARKET CAP (Rs Cr)
3070,LFH,89.84,P/E
3071,LFH,38.17,BOOK VALUE (Rs)
3072,LFH,8.00%,DIV (%)
3073,LFH,1,Market Lot
3074,LFH,36.62,INDUSTRY P/E
3075,LFH,1.84,EPS (TTM)
3076,LFH,89.84,P/C
3077,LFH,4.33,PRICE/BOOK
3078,LFH,0.48%,DIV YIELD.(%)
3079,LFH,10.00,FACE VALUE (Rs)
3080,LI12,"29,301.18",MARKET CAP (Rs Cr)
3081,LI12,25.26,P/E
3082,LI12,173.01,BOOK VALUE (Rs)
3083,LI12,1655.00%,DIV (%)
3084,LI12,1,Market Lot
3085,LI12,21.82,INDUSTRY P/E
3086,LI12,67.42,EPS (TTM)
3087,LI12,23.41,P/C
3088,LI12,9.84,PRICE/BOOK
3089,LI12,0.97%,DIV YIELD.(%)
3090,LI12,1.00,FACE VALUE (Rs)
3091,LTS,"13,718.37",MARKET CAP (Rs Cr)
3092,LTS,28.03,P/E
3093,LTS,197.26,BOOK VALUE (Rs)
3094,LTS,350.00%,DIV (%)
3095,LTS,1,Market Lot
3096,LTS,29.78,INDUSTRY P/E
3097,LTS,47.76,EPS (TTM)
3098,LTS,25.08,P/C
3099,LTS,6.79,PRICE/BOOK
3100,LTS,0.52%,DIV YIELD.(%)
3101,LTS,2.00,FACE VALUE (Rs)
3102,LOR,"2,886.00",MARKET CAP (Rs Cr)
3103,LOR,39.27,P/E
3104,LOR,24.65,BOOK VALUE (Rs)
3105,LOR,100.00%,DIV (%)
3106,LOR,1,Market Lot
3107,LOR,41.97,INDUSTRY P/E
3108,LOR,6.62,EPS (TTM)
3109,LOR,33.08,P/C
3110,LOR,10.55,PRICE/BOOK
3111,LOR,0.77%,DIV YIELD.(%)
3112,LOR,2.00,FACE VALUE (Rs)
3113,LMW,"8,856.10",MARKET CAP (Rs Cr)
3114,LMW,41.89,P/E
3115,LMW,1597.23,BOOK VALUE (Rs)
3116,LMW,350.00%,DIV (%)
3117,LMW,1,Market Lot
3118,LMW,23.24,INDUSTRY P/E
3119,LMW,192.98,EPS (TTM)
3120,LMW,31.38,P/C
3121,LMW,5.06,PRICE/BOOK
3122,LMW,0.43%,DIV YIELD.(%)
3123,LMW,10.00,FACE VALUE (Rs)
3124,LVB,"2,908.09",MARKET CAP (Rs Cr)
3125,LVB,-,P/E
3126,LVB,107.33,BOOK VALUE (Rs)
3127,LVB,27.00%,DIV (%)
3128,LVB,1,Market Lot
3129,LVB,32.64,INDUSTRY P/E
3130,LVB,-,EPS (TTM)
3131,LVB,-,P/C
3132,LVB,1.06,PRICE/BOOK
3133,LVB,2.38%,DIV YIELD.(%)
3134,LVB,10.00,FACE VALUE (Rs)
3135,LT,"186,247.55",MARKET CAP (Rs Cr)
3136,LT,34.57,P/E
3137,LT,290.38,BOOK VALUE (Rs)
3138,LT,1050.00%,DIV (%)
3139,LT,1,Market Lot
3140,LT,22.07,INDUSTRY P/E
3141,LT,38.43,EPS (TTM)
3142,LT,22.66,P/C
3143,LT,4.58,PRICE/BOOK
3144,LT,1.58%,DIV YIELD.(%)
3145,LT,2.00,FACE VALUE (Rs)
3146,LL05,"5,290.88",MARKET CAP (Rs Cr)
3147,LL05,29.79,P/E
3148,LL05,144.45,BOOK VALUE (Rs)
3149,LL05,15.00%,DIV (%)
3150,LL05,1,Market Lot
3151,LL05,29.05,INDUSTRY P/E
3152,LL05,16.75,EPS (TTM)
3153,LL05,17.70,P/C
3154,LL05,3.45,PRICE/BOOK
3155,LL05,0.30%,DIV YIELD.(%)
3156,LL05,10.00,FACE VALUE (Rs)
3157,LIC,"25,028.76",MARKET CAP (Rs Cr)
3158,LIC,12.58,P/E
3159,LIC,258.92,BOOK VALUE (Rs)
3160,LIC,310.00%,DIV (%)
3161,LIC,1,Market Lot
3162,LIC,23.49,INDUSTRY P/E
3163,LIC,39.42,EPS (TTM)
3164,LIC,12.52,P/C
3165,LIC,1.92,PRICE/BOOK
3166,LIC,1.25%,DIV YIELD.(%)
3167,LIC,2.00,FACE VALUE (Rs)
3168,BOC,"3,884.27",MARKET CAP (Rs Cr)
3169,BOC,194.64,P/E
3170,BOC,165.06,BOOK VALUE (Rs)
3171,BOC,10.00%,DIV (%)
3172,BOC,1,Market Lot
3173,BOC,32.84,INDUSTRY P/E
3174,BOC,2.34,EPS (TTM)
3175,BOC,17.17,P/C
3176,BOC,2.76,PRICE/BOOK
3177,BOC,0.22%,DIV YIELD.(%)
3178,BOC,10.00,FACE VALUE (Rs)
3179,L,"41,159.46",MARKET CAP (Rs Cr)
3180,L,30.61,P/E
3181,L,326.92,BOOK VALUE (Rs)
3182,L,375.00%,DIV (%)
3183,L,1,Market Lot
3184,L,29.05,INDUSTRY P/E
3185,L,29.74,EPS (TTM)
3186,L,23.73,P/C
3187,L,2.78,PRICE/BOOK
3188,L,0.82%,DIV YIELD.(%)
3189,L,2.00,FACE VALUE (Rs)
3190,MM,"112,962.69",MARKET CAP (Rs Cr)
3191,MM,25.84,P/E
3192,MM,206.60,BOOK VALUE (Rs)
3193,MM,260.00%,DIV (%)
3194,MM,1,Market Lot
3195,MM,31.79,INDUSTRY P/E
3196,MM,35.17,EPS (TTM)
3197,MM,19.30,P/C
3198,MM,4.40,PRICE/BOOK
3199,MM,1.43%,DIV YIELD.(%)
3200,MM,5.00,FACE VALUE (Rs)
3201,MMF04,"29,331.48",MARKET CAP (Rs Cr)
3202,MMF04,32.88,P/E
3203,MMF04,119.46,BOOK VALUE (Rs)
3204,MMF04,120.00%,DIV (%)
3205,MMF04,1,Market Lot
3206,MMF04,36.62,INDUSTRY P/E
3207,MMF04,14.44,EPS (TTM)
3208,MMF04,31.34,P/C
3209,MMF04,3.97,PRICE/BOOK
3210,MMF04,0.51%,DIV YIELD.(%)
3211,MMF04,2.00,FACE VALUE (Rs)
3212,MF20,"4,589.99",MARKET CAP (Rs Cr)
3213,MF20,22.67,P/E
3214,MF20,83.44,BOOK VALUE (Rs)
3215,MF20,40.00%,DIV (%)
3216,MF20,1,Market Lot
3217,MF20,36.62,INDUSTRY P/E
3218,MF20,7.52,EPS (TTM)
3219,MF20,18.25,P/C
3220,MF20,2.04,PRICE/BOOK
3221,MF20,0.47%,DIV YIELD.(%)
3222,MF20,2.00,FACE VALUE (Rs)
3223,MG02,"8,195.59",MARKET CAP (Rs Cr)
3224,MG02,17.15,P/E
3225,MG02,234.66,BOOK VALUE (Rs)
3226,MG02,190.00%,DIV (%)
3227,MG02,1,Market Lot
3228,MG02,26.07,INDUSTRY P/E
3229,MG02,48.38,EPS (TTM)
3230,MG02,13.91,P/C
3231,MG02,3.54,PRICE/BOOK
3232,MG02,2.29%,DIV YIELD.(%)
3233,MG02,10.00,FACE VALUE (Rs)
3234,MF19,"9,694.61",MARKET CAP (Rs Cr)
3235,MF19,106.27,P/E
3236,MF19,92.45,BOOK VALUE (Rs)
3237,MF19,0.00%,DIV (%)
3238,MF19,1,Market Lot
3239,MF19,46.42,INDUSTRY P/E
3240,MF19,2.41,EPS (TTM)
3241,MF19,58.07,P/C
3242,MF19,2.77,PRICE/BOOK
3243,MF19,-%,DIV YIELD.(%)
3244,MF19,10.00,FACE VALUE (Rs)
3245,MHR,"4,291.16",MARKET CAP (Rs Cr)
3246,MHR,31.95,P/E
3247,MHR,50.58,BOOK VALUE (Rs)
3248,MHR,50.00%,DIV (%)
3249,MHR,1,Market Lot
3250,MHR,69.32,INDUSTRY P/E
3251,MHR,10.06,EPS (TTM)
3252,MHR,22.69,P/C
3253,MHR,6.36,PRICE/BOOK
3254,MHR,1.56%,DIV YIELD.(%)
3255,MHR,10.00,FACE VALUE (Rs)
3256,MLD,"2,928.08",MARKET CAP (Rs Cr)
3257,MLD,55.11,P/E
3258,MLD,331.30,BOOK VALUE (Rs)
3259,MLD,60.00%,DIV (%)
3260,MLD,1,Market Lot
3261,MLD,30.60,INDUSTRY P/E
3262,MLD,10.35,EPS (TTM)
3263,MLD,51.29,P/C
3264,MLD,1.72,PRICE/BOOK
3265,MLD,1.05%,DIV YIELD.(%)
3266,MLD,10.00,FACE VALUE (Rs)
3267,MGF01,"8,716.05",MARKET CAP (Rs Cr)
3268,MGF01,12.45,P/E
3269,MGF01,47.61,BOOK VALUE (Rs)
3270,MGF01,100.00%,DIV (%)
3271,MGF01,1,Market Lot
3272,MGF01,36.62,INDUSTRY P/E
3273,MGF01,8.31,EPS (TTM)
3274,MGF01,11.46,P/C
3275,MGF01,2.17,PRICE/BOOK
3276,MGF01,1.93%,DIV YIELD.(%)
3277,MGF01,2.00,FACE VALUE (Rs)
3278,MB04,"1,809.65",MARKET CAP (Rs Cr)
3279,MB04,20.53,P/E
3280,MB04,100.78,BOOK VALUE (Rs)
3281,MB04,10.00%,DIV (%)
3282,MB04,1,Market Lot
3283,MB04,51.97,INDUSTRY P/E
3284,MB04,7.70,EPS (TTM)
3285,MB04,11.17,P/C
3286,MB04,1.57,PRICE/BOOK
3287,MB04,0.63%,DIV YIELD.(%)
3288,MB04,10.00,FACE VALUE (Rs)
3289,M13,"43,657.03",MARKET CAP (Rs Cr)
3290,M13,60.83,P/E
3291,M13,28.22,BOOK VALUE (Rs)
3292,M13,350.00%,DIV (%)
3293,M13,1,Market Lot
3294,M13,66.23,INDUSTRY P/E
3295,M13,5.56,EPS (TTM)
3296,M13,55.63,P/C
3297,M13,11.98,PRICE/BOOK
3298,M13,1.03%,DIV YIELD.(%)
3299,M13,1.00,FACE VALUE (Rs)
3300,MP21,"1,266.83",MARKET CAP (Rs Cr)
3301,MP21,103.17,P/E
3302,MP21,10.54,BOOK VALUE (Rs)
3303,MP21,5.00%,DIV (%)
3304,MP21,1,Market Lot
3305,MP21,29.05,INDUSTRY P/E
3306,MP21,0.30,EPS (TTM)
3307,MP21,51.58,P/C
3308,MP21,2.94,PRICE/BOOK
3309,MP21,0.16%,DIV YIELD.(%)
3310,MP21,1.00,FACE VALUE (Rs)
3311,MS24,"270,437.17",MARKET CAP (Rs Cr)
3312,MS24,35.02,P/E
3313,MS24,1453.02,BOOK VALUE (Rs)
3314,MS24,1500.00%,DIV (%)
3315,MS24,1,Market Lot
3316,MS24,31.79,INDUSTRY P/E
3317,MS24,255.62,EPS (TTM)
3318,MS24,25.81,P/C
3319,MS24,6.16,PRICE/BOOK
3320,MS24,0.84%,DIV YIELD.(%)
3321,MS24,5.00,FACE VALUE (Rs)
3322,MI,"12,606.15",MARKET CAP (Rs Cr)
3323,MI,102.54,P/E
3324,MI,68.12,BOOK VALUE (Rs)
3325,MI,0.00%,DIV (%)
3326,MI,1,Market Lot
3327,MI,36.62,INDUSTRY P/E
3328,MI,4.58,EPS (TTM)
3329,MI,100.78,P/C
3330,MI,6.89,PRICE/BOOK
3331,MI,-%,DIV YIELD.(%)
3332,MI,2.00,FACE VALUE (Rs)
3333,MIL16,"2,097.41",MARKET CAP (Rs Cr)
3334,MIL16,325.63,P/E
3335,MIL16,61.26,BOOK VALUE (Rs)
3336,MIL16,0.00%,DIV (%)
3337,MIL16,1,Market Lot
3338,MIL16,36.62,INDUSTRY P/E
3339,MIL16,0.24,EPS (TTM)
3340,MIL16,289.44,P/C
3341,MIL16,1.28,PRICE/BOOK
3342,MIL16,-%,DIV YIELD.(%)
3343,MIL16,2.00,FACE VALUE (Rs)
3344,MRI02,"1,589.30",MARKET CAP (Rs Cr)
3345,MRI02,23.65,P/E
3346,MRI02,165.42,BOOK VALUE (Rs)
3347,MRI02,5.00%,DIV (%)
3348,MRI02,1,Market Lot
3349,MRI02,32.14,INDUSTRY P/E
3350,MRI02,6.14,EPS (TTM)
3351,MRI02,10.60,P/C
3352,MRI02,0.88,PRICE/BOOK
3353,MRI02,0.17%,DIV YIELD.(%)
3354,MRI02,5.00,FACE VALUE (Rs)
3355,MCE,"4,119.65",MARKET CAP (Rs Cr)
3356,MCE,38.74,P/E
3357,MCE,320.72,BOOK VALUE (Rs)
3358,MCE,150.00%,DIV (%)
3359,MCE,1,Market Lot
3360,MCE,17.10,INDUSTRY P/E
3361,MCE,20.85,EPS (TTM)
3362,MCE,33.49,P/C
3363,MCE,2.52,PRICE/BOOK
3364,MCE,1.86%,DIV YIELD.(%)
3365,MCE,10.00,FACE VALUE (Rs)
3366,MI4,"11,312.64",MARKET CAP (Rs Cr)
3367,MI4,83.24,P/E
3368,MI4,75.68,BOOK VALUE (Rs)
3369,MI4,110.00%,DIV (%)
3370,MI4,1,Market Lot
3371,MI4,73.54,INDUSTRY P/E
3372,MI4,15.59,EPS (TTM)
3373,MI4,60.05,P/C
3374,MI4,17.15,PRICE/BOOK
3375,MI4,0.17%,DIV YIELD.(%)
3376,MI4,2.00,FACE VALUE (Rs)
3377,MT13,"16,455.27",MARKET CAP (Rs Cr)
3378,MT13,25.31,P/E
3379,MT13,206.11,BOOK VALUE (Rs)
3380,MT13,100.00%,DIV (%)
3381,MT13,1,Market Lot
3382,MT13,21.82,INDUSTRY P/E
3383,MT13,39.64,EPS (TTM)
3384,MT13,20.42,P/C
3385,MT13,4.87,PRICE/BOOK
3386,MT13,1.00%,DIV YIELD.(%)
3387,MT13,10.00,FACE VALUE (Rs)
3388,MMT,"5,632.50",MARKET CAP (Rs Cr)
3389,MMT,113.79,P/E
3390,MMT,9.56,BOOK VALUE (Rs)
3391,MMT,30.00%,DIV (%)
3392,MMT,1,Market Lot
3393,MMT,49.47,INDUSTRY P/E
3394,MMT,0.33,EPS (TTM)
3395,MMT,104.31,P/C
3396,MMT,3.93,PRICE/BOOK
3397,MMT,0.80%,DIV YIELD.(%)
3398,MMT,1.00,FACE VALUE (Rs)
3399,M18,"4,915.96",MARKET CAP (Rs Cr)
